id,title,indexed,bgcov,n_mb_works
gonna-get-back-home-somehow,Gonna Get Back Home Somehow,0,0,1
gonna-get-there-soon,Gonna Get There Soon,0,3,0
gonna-have-a-party,Gonna Have A Party,0,0,3
gonna-have-love,Gonna Have Love,0,0,1
gonna-lay-down-my-old-guitar,Gonna Lay Down My Old Guitar,1,18,1
gonna-lay-me-down-beside-my-memories,Gonna Lay Me Down Beside My Memories,0,0,1
gonna-love-ya-till-the-cows-come-home,Gonna Love Ya (Till The Cows Come Home),0,0,1
gonna-love-you-anyway,Gonna Love You Anyway,0,0,0
gonna-pack-my-troubles,Gonna Pack My Troubles,0,0,0
gonna-paint-the-town,Gonna Paint The Town,1,3,1
gonna-paint-this-town,Gonna Paint This Town,1,0,0
gonna-roll-out-the-red-carpet,Gonna Roll Out The Red Carpet,0,0,1
gonna-settle-down,Gonna Settle Down,1,12,1
gonna-take-a-lot-of-river,Gonna Take A Lot Of River,0,0,0
gonna-take-me-away-from-you,Gonna Take Me Away From You,0,0,1
gonna-walk-that-line,Gonna Walk That Line,0,0,0
gonna-wrap-my-heart-in-ribbons,Gonna Wrap My Heart In Ribbons,0,0,1
good,Good,0,0,31
good-as-gold,Good As Gold,0,3,15
good-as-gone,Good As Gone,0,1,4
good-bunch-of-biscuits,Good Bunch of Biscuits,0,2,0
goodbye,Goodbye,0,9,327
goodbye-baby,Goodbye Baby,0,0,9
goodbye-comes-hard-for-me,Goodbye Comes Hard For Me,0,0,1
goodbye-cruel-world,Goodbye Cruel World,0,0,15
goodbye-good-luck-god-bless-you,Goodbye Good Luck God Bless You,0,0,1
goodbye-isn-t-really-good-at-all,Goodbye Isn't Really Good At All,0,0,1
goodbye-kelly-s-song,Goodbye (Kelly's Song),0,0,1
goodbye-kisses,Goodbye Kisses,0,0,2
goodbye-lefty,Goodbye Lefty,0,0,1
goodbye-little-darling,Goodbye Little Darling,0,1,0
goodbye-liza-jane,Goodbye Liza Jane,1,12,1
goodbye-lonesome-hello-baby-doll,Goodbye Lonesome Hello Baby Doll,0,0,0
goodbye-love,Goodbye Love,0,0,10
goodbye-maggie-goodbye,Goodbye Maggie Goodbye,0,0,0
goodbye-marie,Goodbye Marie,0,1,1
goodbye-mary-ann,Goodbye Mary Ann,0,0,1
goodbye-mr-brown,Goodbye Mr. Brown,0,0,1
goodbye-my-love-i-heard-a-silver-trumpet,Goodbye My Love I Heard A Silver Trumpet,0,0,0
goodbye-old-pal,Goodbye Old Pal,1,10,2
goodbye-on-your-mind,Goodbye On Your Mind,0,0,0
goodbye-sunshine,Goodbye Sunshine,0,0,1
goodbye-sweetheart-goodbye,Goodbye Sweetheart Goodbye,0,1,0
goodbye-time,Goodbye Time,0,0,2
goodbye-to-the-plains,Goodbye To The Plains,1,0,0
goodbye-wheeling,Goodbye Wheeling,0,3,0
good-christian-men-rejoice,Good Christian Men Rejoice,0,1,1
good-christian-soldier,Good Christian Soldier,0,0,1
good-corn-liquor,Good Corn Liquor,1,1,0
good-deal-lucille,Good Deal Lucille,0,0,1
good-enough-for-nothing,Good Enough For Nothing,0,0,0
good-friends,Good Friends,0,0,16
good-friends-good-whiskey-good-loving,Good Friends Good Whiskey Good Loving,0,0,0
good-golly-miss-molly,Good Golly Miss Molly,0,0,1
good-hearted-man,Good Hearted Man,0,0,1
good-hearted-woman,Good Hearted Woman,0,2,1
good-imitation-of-the-blues,Good Imitation Of The Blues,0,1,0
good-imitation-of-the-blues-1,Good Imitation Of The Blues,0,1,0
good-intentions,Good Intentions,0,0,29
good-leavin-alone,Good Leavin' Alone,0,0,0
good-love,Good Love,0,0,27
good-love-shouldn-t-feel-so-bad,Good Love Shouldn't Feel So Bad,0,0,0
good-loving,Good Loving,0,0,0
good-luck-charm,Good Luck Charm,0,0,6
good-morning,Good Morning,0,0,89
good-morning-country-rain,Good Morning Country Rain,1,4,0
good-morning-dear,Good Morning Dear,0,0,1
good-morning-john,Good Morning John,0,0,2
good-morning-self,Good Morning Self,0,0,1
good-night-dear-lord,Good Night Dear Lord,0,0,0
good-night-irene,Good Night Irene,1,1,0
goodnight-irene,Goodnight Irene,1,1,5
goodnight-little-sweetheart,Goodnight Little Sweetheart,0,0,1
goodnight-mr-sun,Goodnight Mr. Sun,0,0,0
good-night-s-love,Good Night's Love,0,0,0
good-nights-make-good-mornings,Good Nights Make Good Mornings,0,0,0
goodnight-sweetheart,Goodnight Sweetheart,0,0,3
goodnight-sweet-jesus,Goodnight Sweet Jesus,0,0,0
good-ol-boys,Good Ol' Boys,0,1,1
good-old-country-music,Good Old Country Music,0,0,0
good-old-fashion-country-christmas-lyrics-with-chords,Good Old Fashion Country Christmas Lyrics with Chords,0,0,0
good-old-fashioned-cry,Good Old Fashioned Cry,0,0,1
good-ole-boys-like-me,Good Ole Boys Like Me,0,1,1
good-ol-fashioned-love,Good Ol' Fashioned Love,0,0,1
good-ones-and-bad-ones,Good Ones And Bad Ones,0,0,1
good-ride-cowboy,Good Ride Cowboy,0,0,1
good-rockin-tonight,Good Rockin’ Tonight,0,0,1
good-things,Good Things,0,0,30
good-things-outweigh-the-bad,Good Things Outweigh The Bad,1,2,0
good-time,Good Time,0,3,40
good-time-chariot,Good Time Chariot,0,0,0
good-time-charlie-s,Good Time Charlie's,0,0,1
good-time-charlie-s-got-the-blues,Good Time Charlie's Got The Blues,0,0,1
good-woman-blues,Good Woman Blues,0,1,1
good-woman-s-love,Good Woman's Love,1,19,1
good-year-for-the-wine,Good Year For The Wine,0,0,1
goody-goody-gumdrop,Goody Goody Gumdrop,0,0,0
go-on,Go On,0,2,35
go-on-and-go,Go On And Go,0,0,0
go-on-home,Go On Home,0,1,6
go-on-with-your-dancing,Go On With Your Dancing,0,0,0
go-out-and-find-somebody-new,Go Out And Find Somebody New,0,0,0
go-rest-high-on-that-mountain,Go Rest High On That Mountain,1,3,1
gorman-polka,Gorman Polka,0,0,0
gosh-i-miss-you-all-the-time,Gosh I Miss You All The Time,0,2,1
gospel-changes,Gospel Changes,0,0,1
gospel-plow,Gospel Plow,1,4,2
gospel-ship,Gospel Ship,1,4,1
gossip,Gossip,0,0,23
got-a-heartsick-feeling,Got A Heartsick Feeling,0,0,0
got-a-letter-from-my-kid-today,Got A Letter From My Kid Today,0,0,1
got-a-lot-of-livin-to-do,Got A Lot Of Livin' To Do,0,0,0
go-tell-aunt-rhody,Go Tell Aunt Rhody,1,0,1
go-tell-aunt-rodie,Go Tell Aunt Rodie,1,0,0
got-leaving-on-her-mind,Got Leaving On Her Mind,0,1,0
got-lonely-too-early-this-morning,Got Lonely Too Early This Morning,0,0,1
got-my-heart-set-on-you,Got My Heart Set On You,0,0,1
got-no-reason-for-going-home,Got no Reason for Going Home,0,0,0
go-to-sleep-our-baby-boy,Go To Sleep Our Baby Boy,0,0,0
gotta-find-a-way,Gotta Find A Way,0,0,5
gotta-get-you-near-me-blues,Gotta Get You Near Me Blues,0,0,1
gotta-good-thing-going,Gotta Good Thing Going,0,0,0
gotta-keep-moving,Gotta Keep Moving,0,0,1
gotta-lot-of-rhythm-in-my-soul,Gotta Lot Of Rhythm In My Soul,0,0,1
gotta-lotta-blues-to-lose-lyrics-and-chords,Gotta Lotta Blues To Lose Lyrics and Chords,0,0,0
gotta-sell-them-chickens,Gotta Sell Them Chickens,0,0,0
gotta-travel-on,Gotta Travel On,1,19,2
gotta-travel-on-1,Gotta Travel On,1,19,2
got-the-all-overs-for-you,Got The All Overs For You,0,0,0
got-the-bull-by-the-horns,Got The Bull By The Horns,0,0,1
got-to-have-room-to-change-my-mind,Got To Have Room To Change My Mind,0,0,0
got-you-on-my-mind,Got You On My Mind,0,1,3
got-you-on-my-mind-1,Got You On My Mind,0,1,3
go-woman-go,Go Woman Go,0,0,0
grace-and-gratitude,Grace And Gratitude,0,0,1
g-rag,G Rag,0,1,0
grain-of-salt,Grain Of Salt,0,0,4
grandfathers-clock,Grandfather's Clock,1,14,2
grandfather-s-tune,Grandfather's Tune,0,0,0
grand-hornpipe,Grand Hornpipe,0,1,0
grandma-got-run-over-by-a-reindeer,Grandma Got Run Over By a Reindeer,1,1,1
grandma-harp,Grandma Harp,0,0,1
grandma-sang-off-key,Grandma Sang Off Key,0,0,1
grandma-s-homemade-christmas-card,Grandma's Homemade Christmas Card,0,0,0
grandma-whistled,Grandma Whistled,0,0,1
grand-mira-the,Grand Mira (The),0,0,0
grand-ole-opry-song,Grand Ole Opry Song,0,3,1
grandpa,Grandpa,0,1,4
grandpas-mandolin,Grandpa’s Mandolin,0,1,1
grandpa-was-a-farmer,Grandpa Was A Farmer,0,1,0
granny-will-your-dog-bite,Granny Will Your Dog Bite?,0,1,0
grapes-on-the-vine,Grapes On The Vine,0,0,1
grapevine,Grapevine,0,0,5
grass-is-blue,Grass Is Blue,0,2,1
grass-valley,Grass Valley,1,2,1
grass-won-t-grow-on-a-busy-street,Grass Won't Grow On A Busy Street,0,2,1
grassy-fiddle-blues,Grassy Fiddle Blues,1,1,0
grave-in-the-valley,Grave In The Valley,1,6,1
grave-on-the-green-hillside,Grave On The Green Hillside,0,1,1
grazing-in-greener-pastures,Grazing In Greener Pastures,0,0,0
greasy-grit-gravy,Greasy Grit Gravy,0,0,1
great-balls-of-fire,Great Balls Of Fire,0,2,3
greatest-gift-of-all,Greatest Gift Of All,0,1,4
greatest-one-of-all,Greatest One Of All,0,0,0
great-is-thy-faithfulness,Great Is Thy Faithfulness,0,0,2
great-judgement-day,Great Judgement Day,0,2,1
great-society,Great Society,0,0,2
great-white-horse,Great White Horse,0,0,1
green-cottage-polka-1-the,Green Cottage Polka (1) (The),0,0,0
green-door,Green Door,0,0,2
greener-pastures,Greener Pastures,0,2,7
greener-than-the-grass-we-laid-on,Greener Than The Grass We Laid On,0,0,1
greener-than-the-grass-we-laid-on-1,Greener Than The Grass We Laid On,0,0,1
green-green,Green Green,0,0,1
green-green-grass-of-home,Green Green Grass Of Home,0,2,3
green-light-lyrics-chords,Green Light Lyrics Chords,0,0,0
green-light-on-the-southern,Green Light on the Southern,1,2,1
greenlight-on-the-southern,Greenlight On The Southern,0,3,0
green-pastures,Green Pastures,1,8,4
green-pastures-in-the-sky,Green Pastures In The Sky,1,7,1
green-river-i-ve-come-back-to-you,Green River I've Come Back To You,0,0,0
green-river-march,Green River March,1,0,0
green-rolling-hills,Green Rolling Hills,0,3,0
green-rollin-hills,Green Rollin Hills,0,0,0
greensleeves,Greensleeves,1,14,33
green-snakes,Green Snakes,0,0,0
grey-cat-on-a-tennessee-farm,Grey Cat on a Tennessee Farm,1,1,0
grey-owl,Grey Owl,1,2,1
greystone-chapel,Greystone Chapel,0,0,1
grieving-in-my-heart,Grieving In My Heart,0,0,0
ground-hawg,Ground Hawg,0,0,0
ground-hog,Ground Hog,1,8,3
groundhog,Groundhog,1,9,3
ground-speed,Ground Speed,1,6,1
growing-apart,Growing Apart,0,0,3
growling-old-man,Growling Old Man,1,1,0
grown-up-tears,Grown Up Tears,0,0,1
guess-away-the-blues,Guess Away The Blues,0,0,0
guess-i-ll-be-going,Guess I'll Be Going,0,0,1
guess-i-ll-have-to-love-him-more,Guess I'll Have To Love Him More,0,0,1
guess-i-ll-move-on-down-the-line,Guess I'll Move On Down The Line,0,0,1
guess-my-eyes-were-bigger-than-my-heart,Guess My Eyes Were Bigger Than My Heart,0,0,1
guess-things-happen-that-way,Guess Things Happen That Way,0,1,1
guess-we-thought-the-world-would-end,Guess We Thought the World Would End,0,0,0
guide-me-home-my-georgia-moon,Guide Me Home My Georgia Moon,0,1,0
guide-me-lord,Guide Me Lord,0,1,0
guilty,Guilty,0,1,108
guilty-1,Guilty,0,1,108
guilty-as-sin,Guilty As Sin,0,0,2
guilty-conscience,Guilty Conscience,0,0,4
guilty-footsteps,Guilty Footsteps,0,0,1
guilty-of-dreaming,Guilty Of Dreaming,0,0,0
guilty-of-the-crime,Guilty Of The Crime,0,0,1
guilty-street,Guilty Street,0,0,0
guitar-boogie,Guitar Boogie,1,1,4
guitar-in-the-corner,Guitar In The Corner,0,0,1
guitar-man,Guitar Man,0,0,11
guitar-polka,Guitar Polka,0,0,1
guitars-cadillacs,Guitars Cadillacs,0,0,1
guitars-that-won-t-stay-in-tune,Guitars That Won't Stay In Tune,0,0,1
gulf-coast-highway,Gulf Coast Highway,0,0,1
gulf-shore-line,Gulf Shore Line,0,0,1
gum-tree-canoe,Gum Tree Canoe,1,2,0
gunsmoke-trail,Gunsmoke Trail,0,0,0
gustafs-skoal,Gustafs Skoal,0,0,0
gwen,Gwen,0,0,6
gypsy-feet,Gypsy Feet,0,0,1
gypsy-heart,Gypsy Heart,0,0,4
gypsy-lady-and-the-hobo,Gypsy Lady And The Hobo,0,0,0
gypsy-lyrics-chords,Gypsy Lyrics Chords,0,0,0
half-a-chance,Half A Chance,0,1,6
half-a-heart,Half A Heart,0,2,3
half-a-house,Half A House,0,0,0
half-a-man,Half a Man,0,1,10
half-a-mind,Half A Mind,0,3,3
half-as-good-a-girl,Half As Good A Girl,0,0,0
half-as-much,Half as Much,0,0,3
half-breed,Half Breed,0,0,4
half-heaven-half-heartache,Half Heaven Half Heartache,0,0,1
half-of-me-is-gone,Half of Me is Gone,0,0,0
half-of-this-half-of-that,Half Of This Half Of That,0,0,0
half-over-you,Half Over You,0,1,1
half-the-man,Half The Man,0,0,4
half-the-moon,Half The Moon,0,0,0
half-the-way,Half The Way,0,1,0
halfway-down,Halfway Down,0,3,3
halfway-home-cafe,Halfway Home Café,1,0,0
half-way-in-love,Half Way In Love,0,0,1
halfway-loved,Halfway Loved,0,0,0
halfway-to-heaven,Halfway To Heaven,0,0,9
half-way-up,Half Way Up,0,0,1
hallelujah,Hallelujah,1,4,86
hallelujah-i-love-her-so,Hallelujah I Love Her So,0,1,1
hallelujah-i-love-him-so,Hallelujah I Love Him So,0,0,2
hallelujah-im-ready,Hallelujah I’m Ready,1,3,0
hallelujah-i-m-ready-to-go,Hallelujah I'm Ready To Go,0,1,0
hallelujah-square,Hallelujah Square,0,0,0
hallelujah-thank-you-jesus,Hallelujah Thank You Jesus,0,0,1
hall-of-angels,Hall of Angels,0,0,0
hall-of-shame,Hall Of Shame,0,0,3
hamburger-steak-holiday-inn,Hamburger Steak Holiday Inn,0,0,0
hamilton-s-special-breakdown,Hamilton's Special Breakdown,0,3,0
handcuffed-to-love,Handcuffed To Love,0,0,0
handful-of-dreams,Handful Of Dreams,0,0,0
handful-of-friends,Handful Of Friends,0,0,1
handful-of-stars,Handful Of Stars,0,0,3
hand-in-hand-with-jesus,Hand In Hand With Jesus,0,2,1
hand-in-the-fire,Hand In The Fire,0,0,1
handle-with-care,Handle With Care,0,0,9
handmade-cross,Handmade Cross,1,0,1
hand-me-down-heart,Hand Me Down Heart,0,0,0
hand-me-down-my-silver-trumpet,Hand Me Down My Silver Trumpet,0,1,1
hand-me-down-my-walking-cane,Hand Me Down My Walking Cane,1,10,4
hand-me-down-my-walking-cane-1,Hand Me Down My Walking Cane,1,10,4
hand-of-love,Hand of love,0,2,1
hand-on-my-shoulder,Hand On My Shoulder,0,0,1
hand-prints-on-the-wall,Hand Prints On The Wall,0,0,0
hands,Hands,0,1,67
hands-across-the-table,Hands Across the Table,0,0,1
hands-can-say-a-lot-beneath-the-table,Hands Can Say A Lot Beneath The Table,0,0,0
hands-of-yesterday,Hands Of Yesterday,0,0,0
handsome-molly,Handsome Molly,1,23,3
hands-on-the-wheel,Hands On The Wheel,0,0,5
hangin-around-the-mistletoe,Hangin' Around The Mistletoe,0,0,0
hanging-around,Hanging Around,0,1,17
hanging-in,Hanging In,0,0,0
hanging-my-teardrops-out-to-dry,Hanging My Teardrops Out To Dry,0,0,0
hanging-on,Hanging On,0,0,20
hanging-on-to-what-i-got,Hanging On To What I Got,0,0,0
hanging-over-me,Hanging Over Me,0,0,0
hanging-up-my-traveling-shoes,Hanging Up My Traveling Shoes,0,0,0
hangin-in-and-hangin-on,Hangin' In And Hangin' On,0,0,1
hangin-on-alone,Hangin' On Alone,0,0,1
hang-in-there-girl,Hang In There Girl,0,0,0
hangman-s-boogie,Hangman's Boogie,0,0,0
hang-my-picture-in-your-heart-dear,Hang My Picture In Your Heart Dear,0,0,0
hang-on-feelin,Hang On Feelin',0,0,0
hang-on-sally,Hang On Sally,0,0,0
hangover-heart,Hangover Heart,0,0,2
hangover-tavern,Hangover Tavern,0,0,1
hang-up-my-gloves,Hang Up My Gloves,0,0,0
hang-your-head-in-shame,Hang Your Head in Shame,1,7,1
hank-and-joe-and-me,Hank And Joe And Me,0,0,1
hank-and-lefty-raised-my-country-soul,Hank And Lefty Raised My Country Soul,0,0,1
hank-and-the-hobo,Hank And The Hobo,0,0,0
hank-s-song,Hank's Song,0,0,1
hank-williams-guitar,Hank Williams' Guitar,0,0,0
hank-williams-you-wrote-my-life,Hank Williams You Wrote My Life,0,0,1
hank-you-still-make-me-cry,Hank You Still Make Me Cry,0,0,0
hannah,Hannah,1,6,13
ha-penny-for-a-cotton-ball-a,Ha'Penny for a Cotton Ball (A),0,0,0
happiest-days-of-all-the,"Happiest Days Of All, The",0,0,0
happiest-song-on-the-jukebox,Happiest Song On The Jukebox,0,0,1
happiness,Happiness,0,4,154
happiness-alone,Happiness Alone,0,0,1
happiness-hill,Happiness Hill,0,0,0
happiness-is-just-a-prayer-away,Happiness Is Just A Prayer Away,0,0,1
happiness-is-my-belief,Happiness Is My Belief,0,0,0
happiness-is-you,Happiness Is You,0,0,1
happiness-lives-next-door,Happiness Lives Next Door,0,0,1
happiness-means-you,Happiness Means You,0,0,0
happy-acres-two-step,Happy Acres Two-Step,0,0,0
happy-anniversary,Happy Anniversary,0,0,7
happy-anniversary-1,Happy Anniversary,0,0,7
happy-anniversary-baby,Happy Anniversary Baby,0,0,0
happy-birthday,Happy Birthday,1,4,82
happy-birthday-darlin,Happy Birthday Darlin',0,0,0
happy-birthday-dear-heartache,Happy Birthday Dear Heartache,0,0,0
happy-birthday-jesus,Happy Birthday Jesus,0,0,3
happy-birthday-jesus-1,Happy Birthday Jesus,0,0,3
happy-birthday-my-darlin,Happy Birthday My Darlin',0,0,0
happy-birthday-to-me,Happy Birthday To Me,0,0,7
happy-birthday-to-you-our-lord,Happy Birthday To You Our Lord,0,0,0
happy-blues,Happy Blues,0,0,4
happy-child,Happy Child,0,0,3
happy-christmas-day,Happy Christmas Day,0,0,1
happy-happy-birthday-baby,Happy Happy Birthday Baby,0,1,1
happy-holidays,Happy Holidays,0,0,2
happy-hollow,Happy Hollow,1,4,1
happy-hour,Happy Hour,0,0,33
happy-ill-be,Happy I’ll Be,0,10,1
happy-in-prison,Happy In Prison,1,0,1
happy-journey,Happy Journey,0,0,1
happy-kind-of-sadness,Happy Kind Of Sadness,0,0,0
happy-memories,Happy Memories,0,0,2
happy-on-my-way,Happy On My Way,1,5,2
happy-or-lonesome,Happy Or Lonesome,1,1,1
happy-part-of-town,Happy Part Of Town,0,0,1
happy-state-of-mind,Happy State Of Mind,0,0,1
happy-street,Happy Street,0,0,5
happy-sunny-side-of-life-the,"Happy Sunny Side Of Life, The",1,0,0
happy-times-are-here-again,Happy Times Are Here Again,0,0,1
happy-tracks,Happy Tracks,0,1,2
happy-trails,Happy Trails,0,3,4
happy-trails-1,Happy Trails,0,3,4
happyville,Happyville,0,0,0
happy-with-the-one-i-ve-got,Happy With The One I've Got,0,0,0
happy-you-lonely-me,Happy You Lonely Me,0,0,1
harbor-for-a-lonely-heart,Harbor For A Lonely Heart,0,0,0
harbor-lights,Harbor Lights,0,3,6
harbor-of-love,Harbor Of Love,1,6,2
harbor-of-love-1,Harbor Of Love,1,6,2
hard-act-to-follow,Hard Act To Follow,0,0,7
hard-aint-it-hard,Hard Ain’t It Hard,1,2,1
hard-candy-christmas,Hard Candy Christmas,0,3,1
hard-game-of-love,Hard Game Of Love,0,0,0
hard-headed-me,Hard Headed Me,0,0,1
hard-headed-woman,Hard Headed Woman,0,1,3
hard-hearted,Hard Hearted,1,7,2
hard-knocks,Hard Knocks,0,0,4
hard-livin,Hard Livin',0,1,6
hard-luck-ace,Hard Luck Ace,0,0,0
hard-luck-in-heaven,Hard Luck in Heaven,1,0,0
hard-luck-joe,Hard Luck Joe,0,0,1
hard-on-my-heart,Hard On My Heart,0,1,0
hard-rock-bottom-of-your-heart,Hard Rock Bottom Of Your Heart,0,1,1
hard-rocking-chair,Hard Rocking Chair,1,0,0
hard-times,Hard Times,1,16,91
hard-times-2,Hard Times,1,16,91
hard-times-come-again-no-more,Hard Times Come Again No More,1,6,4
hard-to-be-friends,Hard To Be Friends,0,0,1
hard-to-survive,Hard To Survive,0,0,0
hard-traveling,Hard Traveling,1,0,0
hark-the-herald-angels-sing,Hark the Herald Angels Sing,0,8,19
harold-s-super-service,Harold's Super Service,0,0,1
harper-valley-p-t-a,Harper Valley P.T.A.,0,1,0
harp-with-golden-strings,Harp With Golden Strings,0,3,1
harry-and-joe,Harry And Joe,0,0,1
harvest-home,Harvest Home,1,0,4
harvest-of-sunshine,Harvest Of Sunshine,0,0,0
has-it-been-that-bad-for-you,Has It Been That Bad For You,0,0,0
hasn-t-it-been-good-together,Hasn't It Been Good Together,0,0,0
hasta-luego-my-love,Hasta Luego My Love,0,0,0
hasta-luego-see-you-later,Hasta Luego (See You Later),0,0,0
hat-and-boots,Hat And Boots,0,0,0
hate-the-lies-love-the-liar,Hate The Lies Love The Liar,0,0,1
hats-off,Hats Off,0,0,6
hat-trick,Hat Trick,0,0,5
haunted-heart,Haunted Heart,0,1,8
haunted-house,Haunted House,0,1,34
haunted-hungry-heart,Haunted Hungry Heart,0,0,1
have-a-drink-on-me,Have A Drink On Me,0,2,5
have-a-feast-here-tonight,Have A Feast Here Tonight,1,18,0
have-a-good-one,Have A Good One,0,0,1
have-a-heart,Have A Heart,0,0,14
have-a-little-faith,Have A Little Faith,0,1,6
have-a-little-faith-1,Have A Little Faith,0,1,6
have-a-nice-rest-of-your-life,Have A Nice Rest Of Your Life,0,0,0
have-i-done-my-best-for-jesus,Have I Done My Best For Jesus,0,0,0
have-i-got-a-deal-for-you,Have I Got A Deal For You,0,0,1
have-i-got-some-blues-for-you,Have I Got Some Blues For You,0,0,1
have-i-grown-used-to-missing-you,Have I Grown Used To Missing You,0,0,1
have-i-loved-you-too-late,Have I Loved You Too Late,0,2,1
have-i-stayed-away-too-long,Have I Stayed Away Too Long,0,2,1
have-i-told-you-lately-that-i-love-you,Have I Told You Lately That I Love You,0,2,0
have-i-waited-too-long,Have I Waited Too Long,0,0,0
haven-for-angels-unaware,Haven For Angels Unaware,0,0,0
haven-t-i-always,Haven't I Always,0,0,0
haven-t-you-heard,Haven't You Heard,0,0,4
haven-t-you-heard-1,Haven't You Heard,0,0,4
have-some-of-mine,Have Some Of Mine,0,0,0
have-thine-own-way-lord,Have Thine Own Way Lord,0,1,1
have-this-love-on-me,Have This Love On Me,0,0,0
have-you-come-to-say-goodbye,Have You Come To Say Goodbye,1,2,1
have-you-ever-been-a-fool,Have You Ever Been A Fool,0,0,0
have-you-ever-been-lonely,Have You Ever Been Lonely,0,2,1
have-you-ever-been-untrue,Have You Ever Been Untrue,0,0,0
have-you-ever-had-the-feeling-aka-sneaking-all-around,Have You Ever Had The Feeling aka (Sneaking All Around),0,0,0
have-you-ever-looked-into-your-heart,Have You Ever Looked Into Your Heart,0,0,0
have-you-ever-loved-somebody,Have You Ever Loved Somebody,0,0,1
have-you-found-it-yet,Have You Found It Yet,0,0,1
have-you-lost-your-love-for-me,Have You Lost Your Love For Me,0,2,0
have-yourself-a-merry-little-christmas,Have Yourself A Merry Little Christmas,0,8,9
have-you-seen-her,Have You Seen Her,0,0,3
have-you-someone-in-heaven-waiting,Have You Someone In Heaven Waiting,1,0,0
having-second-thoughts,Having Second Thoughts,0,1,0
hawaiian-bells,Hawaiian Bells,0,0,2
hawaiian-cowboy,Hawaiian Cowboy,0,0,1
hawaiian-echoes-lyrics-chords,Hawaiian Echoes Lyrics Chords,0,0,0
hawaiian-sunset,Hawaiian Sunset,0,2,1
hawaiian-wedding-song,Hawaiian Wedding Song,0,0,1
hawaii-s-calling-me,Hawaii's Calling Me,0,0,0
hawk-is-a-mule,Hawk is a Mule,1,0,0
hayride-boogie,Hayride Boogie,0,0,0
he,He,0,0,10
head,Head,1,0,31
headed-for-a-heartache,Headed For A Heartache,0,0,1
headed-for-the-country,Headed For The Country,0,1,1
heading-back-to-arkansas,Heading Back to Arkansas,1,0,0
heading-down-the-wrong-highway,Heading Down the Wrong Highway,0,0,0
headin-south,Headin' South,0,1,1
head-of-the-holler,Head Of The Holler,0,0,0
head-over-heels,Head Over Heels,1,9,23
head-over-heels-in-love-with-you,Head Over Heels In Love With You,1,6,0
heads-i-go-hearts-i-stay,Heads I Go Hearts I Stay,0,0,0
heads-or-tails,Heads Or Tails,0,0,11
head-to-toe,Head To Toe,0,0,7
he-ain-t-gone-for-good,He Ain't Gone For Good,0,0,0
healing-hands-of-time,Healing Hands of Time,0,1,2
heap-of-good-lovin,Heap Of Good Lovin',0,0,0
hear-jerusalem-moan,Hear Jerusalem Moan,1,3,0
hear-my-heart-beat,Hear My Heart Beat,0,0,0
heartache-big-as-texas,Heartache Big As Texas,0,0,0
heartache-highway,Heartache Highway,0,0,0
heartache-just-walked-in,Heartache Just Walked In,0,0,0
heartache-killer,Heartache Killer,0,0,0
heartache-no-3,Heartache No.3,0,0,0
heartache-remover,Heartache Remover,0,0,0
heartaches,Heartaches,0,5,2
heartaches-1,Heartaches,0,5,2
heartaches-are-for-lovers-not-for-friends,Heartaches Are For Lovers Not For Friends,0,0,0
heartaches-by-the-number,Heartaches by the Number,0,2,1
heartaches-for-a-dime,Heartaches For a Dime,0,0,1
heartaches-have-just-started,Heartaches Have Just Started,0,0,1
heartaches-of-a-fool,Heartaches Of A Fool,0,0,1
heartaches-teardrops-and-sorrow,Heartaches Teardrops And Sorrow,0,0,0
heart-aching-blues,Heart Aching Blues,0,0,1
heart-and-soul,Heart and Soul,0,1,25
heartbeat,Heartbeat,0,0,137
heartbeat-in-the-darkness,Heartbeat In The Darkness,0,0,1
heart-be-careful,Heart Be Careful,0,0,0
heartbreak-affair,Heartbreak Affair,0,0,1
heartbreak-ahead,Heartbreak Ahead,0,0,1
heartbreak-avenue,Heartbreak Avenue,0,0,4
heartbreaker,Heartbreaker,0,3,94
heartbreak-express,Heartbreak Express,0,1,3
heartbreak-highway,Heartbreak Highway,0,0,1
heartbreak-hill,Heartbreak Hill,0,0,4
heartbreak-hill-1,Heartbreak Hill,0,0,4
heartbreak-hotel,Heartbreak Hotel,0,4,5
heartbreak-hurricane,Heartbreak Hurricane,0,2,1
heartbreaking-baby,Heartbreaking Baby,0,0,0
heartbreakin-old-achin-blues,Heartbreakin' Old Achin' Blues,0,0,0
heartbreak-in-silhouette,Heartbreak in Silhouette,0,0,1
heartbreak-mountain,Heartbreak Mountain,0,5,2
heartbreak-tennessee,Heartbreak Tennessee,0,0,0
heartbreak-trail,Heartbreak Trail,0,0,0
heartbreak-u-s-a,Heartbreak U.S.A.,0,0,1
heartbreak-waltz,Heartbreak Waltz,0,0,0
heartbroke,Heartbroke,0,1,2
heartbroken,Heartbroken,0,0,18
heart-don-t-love-her-anymore,Heart (Don't Love Her Anymore),0,0,0
heart-first,Heart First,0,0,1
heart-healer,Heart Healer,0,0,1
hear-the-whistle-blow-a-hundred-miles,Hear The Whistle Blow A Hundred Miles,0,1,0
heart-in-hand,Heart In Hand,0,0,3
heartland,Heartland,0,0,30
heartland-1,Heartland,0,0,30
heart-mender,Heart Mender,0,0,1
heart-of-a-fool,Heart Of A Fool,0,0,1
heart-of-glass,Heart Of Glass,0,1,8
heart-of-hearts,Heart Of Hearts,0,0,12
