id,title,indexed,bgcov,n_mb_works
when-your-old-wedding-ring-was-new,When Your Old Wedding Ring Was New,0,0,0
when-your-world-stops-turning,When Your World Stops Turning,0,0,0
when-your-world-was-turning-for-me,When Your World Was Turning For Me,0,0,0
when-your-yellow-brick-road-turns-blue,When Your Yellow Brick Road Turns Blue,0,0,1
when-you-say-love,When You Say Love,0,0,3
when-you-say-nothing-at-all,When You Say Nothing At All,1,5,1
when-you-say-yes,When You Say Yes,0,0,0
when-you-wore-a-tulip,When You Wore A Tulip,0,0,0
where-am-i-going-to-live-when-i-get-home,Where Am I Going To Live When I Get Home,0,0,0
where-are-all-the-girls-i-used-to-cheat-with,Where Are All The Girls I Used To Cheat With,0,0,0
where-are-the-heroes,Where Are The Heroes,0,0,0
where-are-you,Where Are You,0,2,42
where-could-i-go,Where Could I Go,0,3,2
where-could-i-go-but-to-her,Where Could I Go (But To Her),0,0,0
where-could-you-go-but-to-her,Where Could You Go But To Her,0,0,0
where-did-our-young-years-go,Where Did Our Young Years Go,1,1,0
where-did-the-sunshine-go,Where Did The Sunshine Go,0,1,0
where-did-we-go-right,Where Did We Go Right,0,0,1
where-does-a-broken-heart-go,Where Does A Broken Heart Go,0,0,0
where-does-the-good-times-go,Where Does The Good Times Go,0,3,1
where-do-i-fit-in-the-picture,Where Do I Fit In The Picture,0,0,0
where-do-i-go,Where Do I Go,0,1,4
where-do-i-go-from-here,Where Do I Go From Here,0,1,6
where-do-i-go-from-here-1,Where Do I Go From Here,0,1,6
where-do-i-go-from-here-2,Where Do I Go From Here,0,1,6
where-do-i-go-from-here-3,Where Do I Go From Here,0,1,6
where-do-i-go-from-here-a-trucker-s-song,Where Do I Go From Here (A Trucker's Song),0,1,0
where-do-i-go-to-throw-a-picture-away,Where Do I Go To Throw A Picture Away,0,0,1
where-do-i-put-her-memory,Where Do I Put Her Memory,0,0,1
where-do-we-go-from-here,Where Do We Go From Here,0,1,37
where-do-we-take-it-from-here,Where Do We Take It From Here,0,0,1
where-do-you-go-to-lose-a-heartache,Where Do You Go To Lose A Heartache,0,0,0
where-do-you-stand,Where Do You Stand,0,0,1
where-d-ya-stay-last-night,Where'd Ya Stay Last Night,0,0,0
where-d-you-go-country-music,Where'd You Go Country Music,0,0,0
where-grass-won-t-grow,Where Grass Won't Grow,0,2,1
where-have-all-the-average-people-gone,Where Have All The Average People Gone,0,0,1
where-have-all-the-flowers-gone,Where Have All The Flowers Gone,0,3,1
where-have-all-the-seasons-gone,Where Have All The Seasons Gone,0,0,1
where-have-i-been-all-my-life,Where Have I Been All My Life,0,0,0
where-have-you-been,Where Have You Been,0,0,9
where-he-leads-me,Where He Leads Me,0,0,1
where-he-leads-me-i-will-follow,Where He Leads Me I Will Follow,0,2,1
where-he-s-going-i-ve-already-been,Where He's Going I've Already Been,0,0,0
where-i-come-from,Where I Come From,0,4,7
where-i-find-god,Where I Find God,0,0,0
where-i-learned-to-pray,Where I Learned To Pray,0,0,0
where-i-m-bound,Where I'm Bound,0,2,1
where-i-m-concerned,Where I'm Concerned,0,0,0
where-in-the-world,Where In The World,0,0,12
where-i-ought-to-be,Where I Ought To Be,0,1,1
where-is-my-castle,Where Is My Castle,0,0,0
where-is-my-wandering-boy-tonight,Where Is My Wandering Boy Tonight,1,0,0
where-is-she,Where Is She,0,0,3
where-i-stand,Where I Stand,0,3,4
where-is-the-christ-in-christmas,Where Is The Christ In Christmas,0,0,0
where-is-tomorrow,Where Is Tomorrow,0,0,0
where-is-your-heart-tonight,Where Is Your Heart Tonight,0,5,1
where-i-wrote-your-name,Where I Wrote Your Name,0,0,0
where-jesus-walks,Where Jesus Walks,0,0,0
where-love-begins,Where Love Begins,0,1,1
where-love-goes-when-it-dies,Where Love Goes When It Dies,0,0,0
where-love-has-died,Where Love Has Died,0,0,1
where-love-used-to-live,Where Love Used To Live,0,0,0
where-my-house-lives,Where My House Lives,0,0,1
where-no-cabins-fall,Where No Cabins Fall,0,6,0
where-no-one-stands-alone,Where No One Stands Alone,1,6,1
where-no-one-stands-alone-1,Where No One Stands Alone,1,6,1
where-rainbows-never-die,Where Rainbows Never Die,1,1,0
where-shall-i-be,Where Shall I Be,1,1,1
where-she-left-off,Where She Left Off,0,0,0
where-s-willie,Where's Willie,0,0,0
where-the-arkansas-river-leaves-oklahoma,Where The Arkansas River Leaves Oklahoma,0,0,1
where-the-blue-and-lonely-go,Where The Blue And Lonely Go,0,0,1
where-the-blue-of-the-night-meets-the-gold-of-the-day,Where The Blue Of The Night Meets The Gold Of The Day,0,1,1
where-the-city-ends,Where the City Ends,1,2,0
where-the-dim-lights-are-the-dimmest,Where The Dim Lights Are The Dimmest,1,3,1
where-the-mountains-meet-the-sky,Where The Mountains Meet The Sky,0,0,1
where-the-old-red-river-flows,Where The Old Red River Flows,0,2,1
where-the-roses-never-fade,Where the Roses Never Fade,1,6,2
where-the-sidewalk-ends,Where The Sidewalk Ends,0,1,4
where-the-silvery-colorado-wends-its-way,Where The Silvery Colorado Wends Its Way,1,0,0
where-the-soul-of-man-never-dies,Where the Soul of Man Never Dies,1,7,0
where-the-stars-and-stripes-and-the-eagle-fly,Where The Stars And Stripes And The Eagle Fly,0,0,1
where-the-tall-grass-grows,Where The Tall Grass Grows,0,0,1
where-the-tree-is,Where The Tree Is,0,0,0
where-the-wild-flowers-grow,Where the Wild Flowers Grow,1,0,0
where-the-wild-river-rolls,Where The Wild River Rolls,1,3,1
where-the-wild-wild-flowers-grow,Where the Wild Wild Flowers Grow,1,1,0
wherever-he-leads-i-ll-go,Wherever He Leads I'll Go,0,1,0
wherever-she-is,Wherever She Is,0,0,1
wherever-she-is-1,Wherever She Is,0,0,1
wherever-you-are,Wherever You Are,0,3,36
wherever-you-are-1,Wherever You Are,0,3,36
wherever-you-are-2,Wherever You Are,0,3,36
wherever-you-are-tonight,Wherever You Are Tonight,1,0,2
wherever-you-go,Wherever You Go,0,0,27
where-was-i,Where Was I,0,0,2
where-we-ll-never-grow-old,Where We'll Never Grow Old,1,12,2
where-well-never-grow-old,Where We’ll Never Grow Old,1,12,2
where-we-ll-never-say-farewell,Where We'll Never Say Farewell,1,4,0
where-well-never-say-farewell,Where We’ll Never Say Farewell,1,4,0
where-we-never-shall-die,Where We Never Shall Die,1,0,0
where-were-you,Where Were You,0,3,22
where-were-you-when-i-needed-you,Where Were You When I Needed You,0,0,2
where-were-you-when-the-world-stopped-turning,Where Were You (When The World Stopped Turning),0,1,1
where-will-i-shelter-my-sheep,Where Will I Shelter My Sheep,1,6,1
where-will-i-shelter-my-sheep-tonight,Where Will I Shelter My Sheep Tonight,0,1,0
where-would-i-be,Where Would I Be,0,0,5
where-would-i-be-without-jesus,Where Would I Be Without Jesus,0,0,1
where-your-love-won-t-go,Where Your Love Won't Go,0,0,0
which-bridge-to-cross,Which Bridge To Cross,0,0,0
which-one-is-to-blame,Which One is to Blame,0,1,0
which-side-of-the-glass,Which Side Of The Glass,0,0,0
which-sides-the-wrong-side,Which Side’s The Wrong Side,0,0,0
which-way-do-i-go,Which Way Do I Go,0,0,0
which-way-will-you-choose,Which Way Will You Choose,0,1,0
while-i-got-it-on-my-mind,While I Got It On My Mind,0,0,0
while-im-reading-your-letter,While I’m Reading Your Letter,1,0,0
while-shepherds-watched-their-flocks,While Shepherds Watched Their Flocks,0,1,6
while-the-ages-roll-on,While The Ages Roll On,0,1,0
while-the-feelings-good,While The Feelings Good,0,0,0
while-you-re-cheating-on-me,While You're Cheating On Me,0,1,1
while-you-re-dancing,While You're Dancing,0,0,1
while-you-sleep,While You Sleep,0,0,5
whine-whistle-whine,Whine Whistle Whine,0,0,1
whippoorwill-lane,Whippoorwill Lane,0,0,0
whirlwinds-of-my-mind-and-chords,Whirlwinds Of My Mind and Chords,0,0,0
whiskey,Whiskey,0,4,25
whiskey-1,Whiskey,0,4,25
whiskey-and-women,Whiskey And Women,0,0,1
whiskey-before-breakfast,Whiskey Before Breakfast,1,23,1
whiskey-bent-and-hell-bound,Whiskey Bent And Hell Bound,0,1,1
whiskey-castles,Whiskey Castles,0,0,1
whiskey-chasin,Whiskey Chasin',0,0,0
whiskey-deaf-whiskey-blind,Whiskey Deaf Whiskey Blind,1,0,0
whiskey-flavored-kisses,Whiskey Flavored Kisses,0,0,0
whiskey-heaven,Whiskey Heaven,0,0,1
whiskey-if-you-were-a-woman,Whiskey If You Were A Woman,0,0,0
whiskey-lullaby,Whiskey Lullaby,0,2,2
whiskey-man,Whiskey Man,0,0,4
whiskey-river,Whiskey River,0,2,1
whiskey-six-years-old,Whiskey Six Years Old,0,0,0
whiskey-to-wine,Whiskey To Wine,0,0,0
whiskey-trip,Whiskey Trip,0,0,1
whiskey-whiskey,Whiskey Whiskey,0,0,2
whiskey-whiskey-take-my-mind,Whiskey Whiskey Take My Mind,0,0,0
whispering-hope,Whispering Hope,1,7,3
whispering-pines,Whispering Pines,0,1,6
whispering-scandal,Whispering Scandal,0,0,0
whispering-sea,Whispering Sea,0,0,1
whispering-willow,Whispering Willow,0,0,1
whisper-my-name,Whisper My Name,0,4,5
whistle-ain-t-made-of-gold,Whistle Ain't Made Of Gold,0,0,0
whistle-my-love,Whistle My Love,0,0,0
whistling-tune,Whistling Tune,0,0,1
white-azaleas,White Azaleas,0,0,1
white-christmas,White Christmas,0,16,12
white-christmas-blue,White Christmas Blue,0,0,0
white-christmas-makes-me-blue,White Christmas Makes Me Blue,0,0,1
white-cross-on-okinawa,White Cross On Okinawa,0,0,1
white-dove,White Dove,1,18,9
white-fences-and-evergreen-trees,White Fences And Evergreen Trees,0,0,1
white-freightliner,White Freightliner,1,8,0
white-freightliner-blues,White Freightliner Blues,1,7,0
white-horse-breakdown,White Horse Breakdown,0,2,1
white-house-blues,White House Blues,1,27,1
white-houses,White Houses,0,0,4
white-lightning-lyrics-chords,White Lightning Lyrics Chords,0,0,0
white-line,White Line,0,1,7
white-line-fever,White Line Fever,0,5,6
white-man-singin-the-blues,White Man Singin' The Blues,0,0,1
white-oak-on-the-hill,White Oak On The Hill,1,1,0
white-satin-bed,White Satin Bed,0,0,1
white-silver-sands,White Silver Sands,0,3,1
whitewater,Whitewater,1,3,6
whither-thou-goest-i-will-go,Whither Thou Goest I Will Go,0,0,1
whoa-babe,Whoa Babe,0,1,1
who-am-i,Who Am I,0,1,41
who-am-i-to-say,Who Am I To Say,0,0,1
who-are-you-who-am-i,Who Are You Who Am I,0,0,0
whoa-sailor,Whoa Sailor,0,0,1
who-at-my-door-is-standing,Who at My Door is Standing,1,3,2
who-can-blame-you,Who Can Blame You,0,1,0
who-can-i-count-on,Who Can I Count On,0,0,1
who-cares,Who Cares,0,2,11
who-did-they-think-he-was,Who Did They Think He Was,0,0,0
who-did-you-love,Who Did You Love,0,0,0
who-do-i-know-in-dallas,Who Do I Know In Dallas,0,0,1
who-do-i-think-i-am,Who Do I Think I Am,0,0,0
who-done-it,Who Done It,1,1,2
who-do-you-know-in-california,Who Do You Know In California,0,1,0
who-do-you-think,Who Do You Think,0,0,1
who-do-you-think-1,Who Do You Think,0,0,1
who-do-you-think-they-would-blame,Who Do You Think They Would Blame,0,0,0
whoever-s-in-new-england,Whoever's In New England,0,0,1
whoever-s-watchin,Whoever's Watchin',0,0,1
who-got-our-love,Who Got Our Love,0,0,1
who-i-am,Who I Am,0,2,35
who-i-came-here-to-forget,Who I Came Here To Forget,0,0,1
who-kept-the-sheep,Who Kept The Sheep,0,0,1
who-killed-poor-robin,Who Killed Poor Robin,0,3,0
who-knows-right-from-wrong,Who Knows Right From Wrong,0,1,1
who-knows-you-best,Who Knows You Best,0,0,0
whole-lot-of-lettin-go,Whole Lot Of Lettin' Go,0,0,0
whole-lot-of-lonesome,Whole Lot Of Lonesome,0,0,1
whole-lot-of-loving,Whole Lot Of Loving,0,0,1
whole-lot-of-shaking-going-on,Whole Lot Of Shaking Going On,0,0,0
whole-lot-of-something,Whole Lot Of Something,0,0,0
whole-lot-of-woman,Whole Lot Of Woman,0,0,0
whole-lotta-love-on-the-line,Whole Lotta Love On The Line,0,0,1
who-ll-be-the-first,Who'll be the First,0,0,1
who-ll-buy-my-heartaches,Who'll Buy My Heartaches,0,0,0
who-ll-help-me-get-over-you,Who'll Help Me Get Over You,0,0,1
who-ll-turn-out-the-lights,Who'll Turn Out The Lights,0,0,1
who-ll-turn-out-the-lights-in-your-world-tonight,Who'll Turn Out The Lights In Your World Tonight,0,0,0
who-needs-a-baby,Who Needs A Baby,0,0,1
who-needs-you,Who Needs You?,1,1,2
whoop-from-arkansas-a,Whoop from Arkansas (A),1,0,0
who-put-all-my-ex-s-in-texas,Who Put All My Ex's In Texas,0,0,0
who-put-the-leaving-in-your-eyes,Who Put The Leaving In Your Eyes,0,0,1
who-says-god-is-dead,Who Says God Is Dead,0,0,1
who-says-you-can-t-have-it-all,Who Says You Can't Have It All,0,1,0
who-s-been-sleeping-in-my-bed,Who's Been Sleeping In My Bed,0,0,5
whos-calling-you-sweetheart-tonight,Who’s Calling You Sweetheart Tonight,1,2,0
who-s-cheating-who,Who's Cheating Who,0,0,0
who-s-cheatin-who,Who's Cheatin' Who,0,1,1
who-s-counting,Who's Counting,0,0,2
whose-birthday-is-christmas,Whose Birthday Is Christmas,0,0,0
whose-fool-i-want-to-be,Whose Fool I Want To Be,0,0,0
whose-heartache-is-this-anyway,Whose Heartache Is This Anyway,0,0,1
whose-heart-are-you-breaking-now,Whose Heart are You Breaking Now,0,0,0
whose-memory-are-you,Whose Memory Are You,0,0,0
whose-shoulder-will-you-cry-on,Whose Shoulder Will You Cry On,1,6,1
whos-going-down-to-town,Who’s Going Down To Town,1,0,1
who-s-gonna-buy-you-ribbons,Who's Gonna Buy You Ribbons,0,0,0
who-s-gonna-feed-them-hogs,Who's Gonna Feed Them Hogs,0,2,1
who-s-gonna-fill-their-shoes,Who's Gonna Fill Their Shoes,0,0,1
who-s-gonna-miss-me,Who's Gonna Miss Me,0,0,0
who-s-gonna-shoe-your-pretty-little-feet,Who's Gonna Shoe Your Pretty Little Feet,0,3,0
whos-gonna-shoe-your-pretty-little-foot,Who’s Gonna Shoe Your Pretty Little Foot,0,2,0
who-s-gonna-sing-the-last-country-song,Who's Gonna Sing The Last Country Song,0,0,0
who-s-gonna-take-the-garbage-out,Who's Gonna Take The Garbage Out,0,0,1
who-s-julie,Who's Julie,0,0,0
who-s-laughing-now,Who's Laughing Now,0,0,6
who-s-leaving-who-and-chords,Who's Leaving Who and Chords,0,0,0
who-s-lovin-my-baby,Who's Lovin' My Baby,0,0,1
who-s-sorry-now,Who's Sorry Now,0,1,3
whos-that-knocking-at-my-door,Who’s That Knocking At My Door,0,1,0
whos-that-knocking-at-my-window,Who’s That Knocking At My Window,1,0,0
who-s-to-bless-and-who-s-to-blame,Who's To Bless And Who's To Blame,0,0,1
who-stole-that-train-off-the-track,Who Stole That Train Off The Track,0,0,0
who-s-who,Who's Who,0,0,6
who-took-my-ring-from-your-finger,Who Took My Ring From Your Finger,0,0,0
who-walks-in-when-i-walk-out,Who Walks In When I Walk Out,0,0,1
who-will-buy-the-wine,Who Will Buy The Wine,0,0,1
who-will-call-you-sweetheart,Who Will Call You Sweetheart,1,2,1
who-will-i-be-loving-now,Who Will I Be Loving Now,0,0,1
who-will-it-be,Who Will It Be,0,0,1
who-will-pray-for-me,Who Will Pray For Me,0,0,0
who-will-sing-for-me,Who Will Sing For Me,1,16,1
who-will-the-next-fool-be,Who Will The Next Fool Be,0,0,2
who-will-watch-the-home-place,Who Will Watch The Home Place,0,1,1
who-you-gonna-blame-it-on-this-time,Who You Gonna Blame It On This Time,0,0,1
who-you-think-you-re-fooling,Who You Think You're Fooling,0,0,0
why,Why,0,1,192
why-1,Why,0,1,192
why-am-i-chained-to-a-memory,Why Am I Chained to a Memory,0,0,0
why-am-i-drinking,Why Am I Drinking,0,0,0
why-baby-why,Why Baby Why,0,3,3
why-can-t-he-be-you,Why Can't He Be You,0,0,1
why-can-t-i-cry,Why Can't I Cry,0,0,1
why-can-t-i-leave-her-alone,Why Can't I Leave Her Alone,0,0,0
why-can-t-i-take-you-home,Why Can't I Take You Home,0,0,0
why-can-t-you-be-satisfied-with-me,Why Can't You Be Satisfied With Me,0,0,0
why-did-i-wait-so-long,Why Did I Wait So Long,0,1,1
why-didn-t-i-hear-it-from-you,Why Didn't I Hear It From You,0,0,0
why-didn-t-i-think-of-that,Why Didn't I Think Of That,0,0,3
why-did-you-wait,Why Did You Wait,0,0,0
why-did-you-wander,Why Did You Wander,1,14,1
why-does-the-lady-cry,Why Does The Lady Cry,0,0,1
why-do-i-have-to-choose,Why Do I Have To Choose,0,0,0
why-do-i-love-you-so,Why Do I Love You So,0,0,1
why-don-t-my-mommy-stay-with-my-daddy-and-me,Why Don't My Mommy Stay With My Daddy And Me,0,0,0
why-don-t-that-telephone-ring,Why Don't That Telephone Ring,0,0,0
why-don-t-they-understand,Why Don't They Understand,0,0,1
why-don-t-we-go-somewhere-and-love,Why Don't We Go Somewhere And Love,0,0,1
why-don-t-we-sleep-on-it,Why Don't We Sleep On It,0,0,0
why-don-t-you-believe-me,Why Don't You Believe Me,0,0,1
why-don-t-you-leave-me-alone,Why Don't You Leave Me Alone,0,0,1
why-don-t-you-leave-this-town,Why Don't You Leave This Town,0,0,0
why-don-t-you-love-me,Why Don't You Love Me,0,1,7
why-don-t-you-spend-the-night,Why Don't You Spend The Night,0,0,0
why-don-t-you-tell-me,Why Don't You Tell Me,0,10,0
why-do-you-cry-little-darling,Why Do You Cry Little Darling,1,0,0
why-do-you-want-me,Why Do You Want Me,0,0,0
why-do-you-weep-dear-willow,Why Do You Weep Dear Willow,0,1,0
why-d-the-last-time-have-to-be-the-best,Why'd The Last Time Have To Be The Best,0,0,1
why-d-you-go-and-break-my-heart,Why'd You Go And Break My Heart,0,0,0
why-hurt-the-one-who-loves-you,Why Hurt The One Who Loves You,0,0,1
why-in-heaven-s-name,Why In Heaven's Name,0,0,0
why-keep-wishing,Why Keep Wishing,0,0,0
why-lady-why,Why Lady Why,0,0,1
why-me-lord,Why Me Lord,1,0,0
why-me-ralph,Why Me Ralph,1,2,0
why-must-i-remain,Why Must I Remain,1,0,0
why-not,Why Not,0,0,21
why-not-now,Why Not Now,0,2,1
why-oh-why,Why Oh Why,0,1,12
why-should-i-be-lonely,Why Should I Be Lonely,0,1,1
why-should-i-cry-over-you,Why Should I Cry Over You,0,0,2
why-should-we-try-anymore,Why Should We Try Anymore,0,0,1
why-theres-a-tear-in-my-eye,Why There’s A Tear In My Eye,0,0,1
why-why-why,Why Why Why,0,1,12
why-you-been-gone-so-long,Why You Been Gone So Long,1,11,1
why-you-been-gone-so-long-1,Why You Been Gone So Long,1,11,1
wichita,Wichita,0,0,6
wichita-lineman,Wichita Lineman,0,2,1
wicked-lies,Wicked Lies,0,0,0
wicked-path-of-sin,Wicked Path Of Sin,1,17,1
wide-open-road,Wide Open Road,0,0,3
widow-maker,Widow Maker,1,2,7
wife-of-a-hard-working-man,Wife Of A Hard Working Man,0,0,0
wife-of-the-party,Wife Of The Party,0,0,1
wife-s-little-pleasures,Wife's Little Pleasures,0,0,1
wild-and-blue,Wild And Blue,0,1,2
wild-and-wicked-world,Wild And Wicked World,0,0,1
wild-as-a-wildcat,Wild As A Wildcat,0,0,0
wild-bill-jones,Wild Bill Jones,1,32,2
wild-eyed-dream,Wild Eyed Dream,0,0,0
wildfire,Wildfire,0,2,64
wildflowers,Wildflowers,0,3,21
wild-horse,Wild Horse,1,3,6
wild-horses,Wild Horses,1,12,19
wild-in-the-country,Wild In The Country,0,0,1
wild-irish-rose,Wild Irish Rose,0,1,2
wild-man,Wild Man,0,0,7
wild-mountain-flowers-for-mary,Wild Mountain Flowers For Mary,1,1,1
wild-mountain-honey,Wild Mountain Honey,0,2,3
wild-mountain-rose,Wild Mountain Rose,0,1,0
wild-mountain-thyme,Wild Mountain Thyme,1,4,3
wild-rose,Wild Rose,0,1,10
wild-side-of-life,Wild Side Of Life,1,6,2
wild-side-of-life-lyrics-chords,Wild Side of Life Lyrics Chords,1,0,0
wild-turkey,Wild Turkey,0,0,5
wild-weekend,Wild Weekend,0,0,2
wild-wild-wind-chord,Wild Wild Wind chord,0,0,0
wildwood-flower,Wildwood Flower,1,33,4
will-he-wait-a-little-longer,Will He Wait A Little Longer,1,3,1
will-i-do-till-the-real-thing-comes-along,Will I Do (Till the Real Thing Comes Along),0,0,1
willie-moore,Willie Moore,1,11,2
willie-roy,Willie Roy,1,5,0
willie-s-guitar,Willie's Guitar,0,0,1
willie-the-wandering-gypsy-and-me,Willie The Wandering Gypsy And Me,0,0,1
willie-the-weeper,Willie The Weeper,0,1,1
will-i-ever-stop-loving-you,Will I Ever Stop Loving You,0,0,0
willie-was-a-gamblin-man,Willie Was A Gamblin' Man,0,0,0
willie-waylon-and-me,Willie Waylon And Me,0,0,1
willingly,Willingly,0,0,3
will-my-mother-know-me-there,Will My Mother Know Me There,1,2,0
willow-tree,Willow Tree,0,3,20
will-santy-come-to-shanty-town,Will Santy Come To Shanty Town,0,0,1
will-the-angels-play-their-harps-for-me,Will The Angels Play Their Harps For Me,0,1,0
will-the-circle-be-unbroken,Will The Circle Be Unbroken,1,47,3
will-the-circle-be-unbroken-1,Will the Circle Be Unbroken,1,47,3
will-the-circle-be-unbroken-2,Will The Circle Be Unbroken,1,47,3
will-the-real-me-please-stop-crying,Will The Real Me Please Stop Crying,0,0,0
will-there-be-any-stars-in-my-crown,Will There Be Any Stars In My Crown,1,7,1
will-the-roses-bloom,Will The Roses Bloom,1,4,1
will-the-roses-bloom-again,Will The Roses Bloom Again,1,0,0
will-the-roses-bloom-in-heaven,Will The Roses Bloom In Heaven,1,0,1
will-we-ever-make-love-in-love-again,Will We Ever Make Love In Love Again,0,0,0
will-you-be-here-tomorrow,Will You Be Here Tomorrow,0,0,0
will-you-be-lonesome-too,Will You Be Lonesome Too,1,8,1
will-you-be-loving-another-man,Will You Be Loving Another Man,1,22,0
will-you-be-ready-to-wear-a-golden-crown,Will You Be Ready (To Wear A Golden Crown),0,0,0
will-you-be-satisfied-that-way,Will You Be Satisfied That Way,0,4,1
will-you-ever-know,Will You Ever Know,0,0,2
will-you-love-me-when-i-m-old-and-feeble,Will You Love Me When I'm Old And Feeble,0,0,0
will-you-miss-me,Will You Miss Me,1,7,0
will-you-miss-me-when-i-m-gone,Will You Miss Me When I'm Gone,0,4,0
will-you-remember-mine,Will You Remember Mine,0,0,1
will-your-lawyer-talk-to-god,Will Your Lawyer Talk To God,0,0,0
will-you-still-love-me-tomorrow,Will You Still Love Me Tomorrow,0,0,0
will-you-travel-down-this-road-with-me,Will You Travel Down This Road With Me,1,0,1
will-you-visit-me-on-sunday,Will You Visit Me On Sunday,0,3,1
will-you-walk-with-me,Will You Walk With Me,0,0,2
willy-the-wandering-gypsy-and-me,Willy The Wandering Gypsy And Me,0,0,0
winding-down,Winding Down,0,0,3
winding-stream-the,"Winding Stream, The",0,0,0
wind-in-the-wheel,Wind In The Wheel,0,0,0
wind-in-the-wire,Wind In The Wire,0,1,0
window-number-five,Window Number Five,0,0,1
windows-have-pains,Windows Have Pains,0,0,1
window-shopping,Window Shopping,0,0,8
winds-of-yesterday,Winds Of Yesterday,0,0,1
windsurfer,Windsurfer,0,0,7
wind-up-doll,Wind Up Doll,0,0,3
windy-bill,Windy Bill,0,0,0
windy-city-anne,Windy City Anne,0,0,1
windy-mountain,Windy Mountain,1,5,1
wine,Wine,0,0,14
wine-colored-roses,Wine Colored Roses,0,0,1
wine-flowed-freely-chord,Wine Flowed Freely chord,0,0,0
wine-me-up,Wine Me Up,0,0,1
wine-take-me-away,Wine Take Me Away,0,0,1
wine-women-and-song,Wine Women And Song,0,1,3
wings-in-the-morning,Wings In The Morning,0,0,1
wings-of-a-dove,Wings of a Dove,0,7,5
wings-of-angels,Wings Of Angels,0,4,1
wings-upon-your-horns-lyrics-chords,Wings Upon Your Horns Lyrics Chords,0,0,0
winning-you-sure-made-a-loser-out-of-me-and-chords,Winning You Sure Made A Loser Out Of Me and Chords,0,0,0
wino-s-prayer,Wino's Prayer,0,0,0
wino-the-clown,Wino The Clown,0,0,1
winters-come-and-gone,Winter's Come and Gone,1,1,1
winters-night,Winter’s Night,0,5,4
winter-wonderland,Winter Wonderland,1,11,15
wintery-feeling,Wintery Feeling,0,0,1
wires-and-wood,Wires And Wood,0,1,0
wisdom-and-knowledge,Wisdom And Knowledge,0,0,0
wisdom-of-a-fool,Wisdom Of A Fool,0,0,1
wise-to-the-ways-of-a-woman,Wise To The Ways Of A Woman,0,0,0
wishful-thinking,Wishful Thinking,0,6,44
wishful-thinking-1,Wishful Thinking,0,6,44
wish-i-didn-t-have-to-miss-you,Wish I Didn't Have To Miss You,0,0,0
wish-i-didn-t-love-you-anymore,Wish I Didn't Love You Anymore,0,0,1
wishing,Wishing,0,0,27
wishing-all-these-old-things-were-new,Wishing All These Old Things Were New,0,0,1
wishing-it-was-you,Wishing It Was You,0,0,0
wishing-smiles-made-it-all-true,Wishing Smiles Made It All True,0,0,1
wishing-waltz,Wishing Waltz,1,2,2
wishing-well,Wishing Well,0,5,62
wishing-well-blues,Wishing Well Blues,0,2,2
wish-i-was-in-nashville-leaves-oklahoma,Wish I Was In Nashville Leaves Oklahoma,0,0,0
with-all-my-heart-and-soul,With All My Heart And Soul,0,0,3
with-any-luck-at-all,With Any Luck At All,0,0,0
with-bells-on,With Bells On,0,2,3
with-body-and-soul,With Body And Soul,1,9,1
with-christmas-near,With Christmas Near,0,0,0
withered-roses,Withered Roses,0,0,2
with-god-s-hand-in-mine,With God's Hand In Mine,0,0,0
with-his-hand-in-mine,With His Hand In Mine,0,0,0
with-his-hand-on-my-shoulder,With His Hand on My Shoulder,0,0,1
within-my-loving-arms,Within My Loving Arms,0,0,1
within-my-memories,Within My Memories,0,0,0
with-one-exception,With One Exception,0,0,1
without-a-song,Without A Song,0,0,4
without-him,Without Him,0,0,2
without-love,Without Love,0,0,26
without-love-there-is-nothing,Without Love (There Is Nothing),0,0,1
without-me-around,Without Me Around,0,0,1
without-regreat-i-d-love-you-again-and-chords,Without Regreat I'd Love You Again and Chords,0,0,0
without-you,Without You,0,7,242
without-you-1,Without You,0,7,242
without-you-2,Without You,0,7,242
without-you-3,Without You,0,7,242
without-you-baby,Without You Baby,0,0,0
without-you-here,Without You Here,0,1,4
without-you-in-my-life,Without You In My Life,0,0,1
without-you-on-my-side,Without You On My Side,0,0,1
without-your-love,Without Your Love,0,1,39
without-you-there-s-a-sadness-in-my-song,Without You There's A Sadness In My Song,0,0,1
without-you-to-love,Without You To Love,0,0,1
with-pen-in-hand,With Pen In Hand,0,0,1
with-tears-in-my-eyes,With Tears in My Eyes,0,1,1
with-you-by-my-side,With You By My Side,0,0,0
with-you-it-s-the-money,With You It's The Money,0,0,1
with-your-love,With Your Love,0,0,9
with-your-love-on-my-mind,With Your Love On My Mind,0,0,0
wolf-call,Wolf Call,0,0,1
wolverton-mountain-lyrics-chords,Wolverton Mountain Lyrics Chords,0,0,0
woman-don-t-try-to-sing-my-song,Woman Don't Try To Sing My Song,0,0,0
woman-don-t-you-try-to-tie-me-down,Woman Don't You Try to Tie Me Down,0,0,0
womanhood,Womanhood,0,0,1
woman-hungry,Woman Hungry,0,0,1
woman-in-the-back-of-my-mind,Woman in the Back of My Mind,0,0,0
woman-let-me-sing-you-a-song,Woman Let Me Sing You A Song,0,0,1
woman-let-me-sing-you-a-song-1,Woman Let Me Sing You A Song,0,0,1
woman-of-hurt,Woman Of Hurt,0,0,0
woman-of-the-world,Woman Of The World,0,0,8
woman-sensuous-woman,Woman Sensuous Woman,0,0,1
woman-without-love,Woman Without Love,0,0,1
woman-woman,Woman Woman,0,0,4
