id,title,source,nt,bg,std,crank,tags,mbcov
do-you-wonder-why,Do You Wonder Why,classic-country,do you wonder why,True,False,0,Bluegrass|Folk|JamFriendly,1
doc-boyd-s-jig,Doc Boyd's Jig,tunearch,doc boyds jig,False,False,0,Instrumental|OldTime,0
doc-chapman-s-breakdown,Doc Chapman's Breakdown,tunearch,doc chapmans breakdown,False,False,0,Jazzy|Instrumental|OldTime,2
doctor-jesus,Doctor Jesus,classic-country,doctor jesus,False,False,0,ClassicCountry|JamFriendly|Gospel,1
doctor-s-orders,Doctor's Orders,classic-country,doctors orders,False,False,6,ClassicCountry|JamFriendly,0
does-fort-worth-ever-cross-your-mind,Does Fort Worth Ever Cross Your Mind,classic-country,does fort worth ever cross your mind,False,False,6,ClassicCountry|JamFriendly,1
does-he-love-you-like-i-do,Does He Love You Like I Do,classic-country,does he love you like i do,False,False,0,JamFriendly|ClassicCountry,6
does-he-mean-that-much-to-you,Does He Mean That Much To You,classic-country,does he mean that much to you,False,False,0,JamFriendly|ClassicCountry|NashvilleSound,6
does-it-have-to-end-this-way,Does It Have To End This Way,classic-country,does it have to end this way,True,False,0,JamFriendly|Bluegrass,1
does-jesus-care,Does Jesus Care,classic-country,does jesus care,False,False,0,JamFriendly|Gospel|ClassicCountry,1
does-my-memory-ever-cross-your-mind,Does My Memory Ever Cross Your Mind,classic-country,does my memory ever cross your mind,False,False,0,JamFriendly|ClassicCountry|HonkyTonk,1
does-my-ring-hurt-your-finger,Does My Ring Hurt Your Finger,classic-country,does my ring hurt your finger,False,False,4,JamFriendly|ClassicCountry,1
does-your-heart-beat-for-me,Does Your Heart Beat For Me,classic-country,does your heart beat for me,False,False,0,ClassicCountry|NashvilleSound|HonkyTonk,3
doesn-t-anybody-know-my-name,Doesn't Anybody Know My Name,classic-country,doesnt anybody know my name,False,False,0,ClassicCountry|Outlaw|JamFriendly,1
dog-gone-shame,Dog Gone Shame,classic-country,dog gone shame,True,False,0,Bluegrass|JamFriendly,1
dog-house-boogie,Dog House Boogie,classic-country,dog house boogie,False,False,0,JamFriendly|ClassicCountry|HonkyTonk,3
dog-river-blues,Dog River Blues,classic-country,dog river blues,False,False,0,JamFriendly|ClassicCountry,1
doggone-it-baby-i-m-in-love,Doggone It Baby I'm In Love,classic-country,doggone it baby im in love,False,False,0,JamFriendly|ClassicCountry|HonkyTonk,2
doggone-that-train,Doggone That Train,classic-country,doggone that train,False,False,0,JamFriendly|ClassicCountry,7
doin-the-lovers-leap-lyrics-chords,Doin’ The Lovers Leap Lyrics Chords,classic-country,doin the lovers leap lyrics chords,False,False,0,JamFriendly|ClassicCountry|HonkyTonk,2
doing-my-time,Doing My Time,classic-country,doing my time,False,True,89,JamFriendly|BluegrassStandard,12
doing-my-time-1,Doing My Time,classic-country,doing my time,False,True,89,ClassicCountry|Rockabilly|Folk|Gospel|Outlaw|JamFriendly|BluegrassStandard,12
doing-the-best-i-can,Doing The Best I Can,classic-country,doing the best i can,False,False,3,Rockabilly|ClassicCountry|Pop|Gospel,1
dolly-dear,Dolly Dear,classic-country,dolly dear,False,False,0,JamFriendly|ClassicCountry|HonkyTonk,1
dolly-with-the-dimple-knees,Dolly With The Dimple Knees,classic-country,dolly with the dimple knees,False,False,0,JamFriendly|ClassicCountry|NashvilleSound,1
domestic-life-you,Domestic Life You,classic-country,domestic life you,False,False,0,ClassicCountry,6
domino,Domino,classic-country,domino,False,False,396,Rockabilly|Pop|JamFriendly,0
don-juan,Don Juan,classic-country,don juan,False,False,213,JamFriendly|ClassicCountry,0
don-t,Don't,classic-country,dont,False,False,22,Rockabilly|ClassicCountry|Pop|Gospel,0
don-t-ask-for-tomorrow,Don't Ask For Tomorrow,classic-country,dont ask for tomorrow,False,False,0,Modal|ClassicCountry|NashvilleSound,2
don-t-ask-me-to-be-friends,Don't Ask Me to be Friends,classic-country,dont ask me to be friends,False,False,0,Folk,3
don-t-ask-me-why,Don't Ask Me Why,classic-country,dont ask me why,False,False,6,JamFriendly|ClassicCountry|NashvilleSound,1
don-t-ask-me-why-1,Don't Ask Me Why,classic-country,dont ask me why,False,False,6,Rockabilly|JamFriendly,1
don-t-ask-why,Don't Ask Why,classic-country,dont ask why,False,False,6,JamFriendly|ClassicCountry,1
don-t-back-a-man-up-in-a-corner,Don't Back A Man Up In A Corner,classic-country,dont back a man up in a corner,False,False,0,ClassicCountry|HonkyTonk|JamFriendly,1
don-t-be-a-stranger,Don't Be A Stranger,classic-country,dont be a stranger,False,False,3,Folk|Outlaw|ClassicCountry|JamFriendly,8
don-t-be-afraid-to-love-me,Don't Be Afraid To Love Me,classic-country,dont be afraid to love me,False,False,0,Modal|ClassicCountry|HonkyTonk,2
don-t-be-afraid-to-say-goodbye,Don't Be Afraid To Say Goodbye,classic-country,dont be afraid to say goodbye,False,False,0,JamFriendly|ClassicCountry,9
don-t-be-angry,Don't Be Angry,classic-country,dont be angry,False,False,0,JamFriendly|ClassicCountry|HonkyTonk,1
don-t-be-ashamed-of-your-age,Don't Be Ashamed Of Your Age,classic-country,dont be ashamed of your age,False,False,0,Modal|WesternSwing|ClassicCountry,1
don-t-be-cruel,Don't Be Cruel,classic-country,dont be cruel,False,False,3,Rockabilly|ClassicCountry|Pop|Gospel|JamFriendly,5
don-t-be-late,Don't Be Late,classic-country,dont be late,False,False,0,JamFriendly|ClassicCountry|HonkyTonk,1
don-t-be-sad,Don't Be Sad,classic-country,dont be sad,False,False,5,ClassicCountry|JamFriendly|Bakersfield,0
don-t-blame-it-on-me,Don't Blame It On Me,classic-country,dont blame it on me,False,False,0,Rockabilly|JamFriendly|Rock,1
don-t-blame-it-on-your-wife,Don't Blame It On Your Wife,classic-country,dont blame it on your wife,False,False,0,Rockabilly,0
don-t-blame-me,Don't Blame Me,classic-country,dont blame me,False,False,24,Folk,1
don-t-blame-me-for-what-happened-last-night,Don't Blame Me For What Happened Last Night,classic-country,dont blame me for what happened last night,False,False,0,JamFriendly|ClassicCountry,4
don-t-bother-to-cry-lyrics-and-chords,Don't Bother To Cry Lyrics and Chords,classic-country,dont bother to cry lyrics and chords,False,False,0,JamFriendly|ClassicCountry|NashvilleSound,3
don-t-bother-with-white-satin,Don't Bother With White Satin,classic-country,dont bother with white satin,True,False,0,Bluegrass,2
don-t-break-me-easy,Don't Break Me Easy,classic-country,dont break me easy,False,False,0,JamFriendly|ClassicCountry|NashvilleSound,2
don-t-break-the-heart-that-loves-you,Don't Break The Heart That Loves You,classic-country,dont break the heart that loves you,False,False,0,Pop,6
don-t-bury-me-till-i-m-ready,Don't Bury Me Till I'm Ready,classic-country,dont bury me till im ready,False,False,0,JamFriendly|ClassicCountry|Outlaw,1
don-t-call-him-a-cowboy,Don't Call Him a Cowboy,classic-country,dont call him a cowboy,False,False,3,ClassicCountry|JamFriendly,2
don-t-call-me-from-a-honky-tonk,Don't Call Me From a Honky Tonk,classic-country,dont call me from a honky tonk,False,False,0,JamFriendly|ClassicCountry|HonkyTonk,3
don-t-change,Don't Change,classic-country,dont change,False,False,5,ClassicCountry,6
don-t-cheat-in-our-home-town,Don't Cheat In Our Home Town,classic-country,dont cheat in our home town,True,True,0,ClassicCountry|Bluegrass|Gospel|Folk|JamFriendly|BluegrassStandard,4
don-t-come-back-knocking,Don't Come Back Knocking,classic-country,dont come back knocking,False,False,0,Rockabilly|JamFriendly,1
don-t-come-home-a-drinkin,Don't Come Home A Drinkin',classic-country,dont come home a drinkin,False,False,0,ClassicCountry|HonkyTonk|JamFriendly,1
don-t-come-knockin,Don't Come Knockin',classic-country,dont come knockin,False,False,0,Rockabilly|JamFriendly|Rock,1
don-t-count-the-diamonds,Don't Count The Diamonds,classic-country,dont count the diamonds,False,False,0,JamFriendly|ClassicCountry,1
don-t-cross-the-river,Don't Cross The River,classic-country,dont cross the river,False,False,0,ClassicCountry|JamFriendly,6
don-t-cry-blue,Don't Cry Blue,classic-country,dont cry blue,True,False,0,Bluegrass|JamFriendly,2
don-t-cry-darlin,Don't Cry Darlin',classic-country,dont cry darlin,False,False,0,Folk|Outlaw|ClassicCountry,7
don-t-cry-for-me-when-i-m-gone,Don't Cry For Me When I'm Gone,classic-country,dont cry for me when im gone,False,False,0,JamFriendly|ClassicCountry,7
don-t-cry-joni,Don't Cry Joni,classic-country,dont cry joni,False,False,0,ClassicCountry|JamFriendly,3
don-t-cuss-the-fiddle,Don't Cuss The Fiddle,classic-country,dont cuss the fiddle,False,False,7,ClassicCountry|Outlaw|Folk|JamFriendly,1
don-t-cut-timber-on-a-windy-day,Don't Cut Timber On A Windy Day,classic-country,dont cut timber on a windy day,False,False,0,JamFriendly|ClassicCountry,1
don-t-do-it-darling,Don't Do it Darling,classic-country,dont do it darling,False,False,0,HonkyTonk|ClassicCountry|JamFriendly,1
don-t-do-it-darling-that-heart-belongs-to-me,Don't Do It Darling (That Heart Belongs To Me),classic-country,dont do it darling,False,False,0,JamFriendly|ClassicCountry|HonkyTonk,1
don-t-do-the-things-he-d-do,Don't Do The Things He'd Do,classic-country,dont do the things hed do,False,False,0,JamFriendly|ClassicCountry|Rockabilly,1
don-t-do-this-to-me,Don't Do This To Me,classic-country,dont do this to me,False,False,0,JamFriendly|ClassicCountry|HonkyTonk,1
don-t-ever-leave-me-again,Don't Ever Leave Me Again,classic-country,dont ever leave me again,False,False,5,JamFriendly|ClassicCountry,2
don-t-ever-leave-me-again-1,Don't Ever Leave Me Again,classic-country,dont ever leave me again,False,False,5,ClassicCountry|NashvilleSound|HonkyTonk|Modal,2
don-t-ever-sell-your-saddle,Don't Ever Sell Your Saddle,classic-country,dont ever sell your saddle,False,False,0,ClassicCountry,1
don-t-ever-take-the-ribbons-from-your-hair,Don't Ever Take The Ribbons From Your Hair,classic-country,dont ever take the ribbons from your hair,False,False,0,JamFriendly|ClassicCountry|NashvilleSound,1
don-t-ever-tell-me-goodbye,Don't Ever Tell Me Goodbye,classic-country,dont ever tell me goodbye,False,False,0,JamFriendly|ClassicCountry|Bakersfield,9
don-t-fall-in-love-with-a-dreamer,Don't Fall In Love With A Dreamer,classic-country,dont fall in love with a dreamer,False,False,0,ClassicCountry,8
don-t-fall-in-love-with-a-married-man,Don't Fall In Love With A Married Man,classic-country,dont fall in love with a married man,False,False,0,JamFriendly|ClassicCountry,8
don-t-feel-sorry-for-me,Don't Feel Sorry For Me,classic-country,dont feel sorry for me,False,False,0,JamFriendly|ClassicCountry,2
don-t-fence-me-in,Don't Fence Me In,classic-country,dont fence me in,False,False,0,JamFriendly|ClassicCountry,0
don-t-flirt-with-me,Don't Flirt With Me,classic-country,dont flirt with me,False,False,5,ClassicCountry|JamFriendly|WesternSwing,0
don-t-forbid-me,Don't Forbid Me,classic-country,dont forbid me,False,False,0,ClassicCountry|HonkyTonk|JamFriendly,0
don-t-forbid-me-1,Don't Forbid Me,classic-country,dont forbid me,False,False,0,Pop|JamFriendly,0
don-t-forget-i-still-love-you,Don't Forget I Still Love You,classic-country,dont forget i still love you,False,False,0,JamFriendly|ClassicCountry,6
don-t-forget-to-thank-the-lord,Don't Forget To Thank The Lord,classic-country,dont forget to thank the lord,False,False,0,JamFriendly|Gospel,1
don-t-forget-your-way-home,Don't Forget Your Way Home,classic-country,dont forget your way home,False,False,0,ClassicCountry|JamFriendly,15
don-t-get-along-with-the-blues,Don't Get Along With The Blues,classic-country,dont get along with the blues,False,False,0,ClassicCountry|JamFriendly,1
don-t-get-around-much-anymore,Don't Get Around Much Anymore,classic-country,dont get around much anymore,False,False,0,ClassicCountry|JamFriendly|Modal|Jazz,1
don-t-give-up-on-me,Don't Give Up On Me,classic-country,dont give up on me,False,False,8,ClassicCountry,1
don-t-give-up-on-me-1,Don't Give Up On Me,classic-country,dont give up on me,False,False,8,ClassicCountry|JamFriendly|Bakersfield,1
don-t-give-up-when-you-re-down,Don't Give Up When You're Down,classic-country,dont give up when youre down,False,False,0,JamFriendly|ClassicCountry,5
don-t-give-your-heart-to-a-rambler,Don't Give Your Heart To A Rambler,classic-country,dont give your heart to a rambler,True,False,10,JamFriendly|Bluegrass,8
don-t-go-away-senor,Don't Go Away Senor,classic-country,dont go away senor,False,False,0,ClassicCountry|JamFriendly,2
don-t-go-city-girl-on-me,Don't Go City Girl On Me,classic-country,dont go city girl on me,False,False,0,JamFriendly|ClassicCountry,2
don-t-go-home-tonight-unsaved,Don't Go Home Tonight Unsaved,classic-country,dont go home tonight unsaved,False,False,0,JamFriendly|Gospel,15
don-t-go-my-love,Don't Go My Love,classic-country,dont go my love,False,False,0,ClassicCountry,2
don-t-go-near-the-water,Don't Go Near The Water,classic-country,dont go near the water,False,False,0,ClassicCountry|JamFriendly|Modal,1
don-t-go-out-with-him,Don't Go Out With Him,classic-country,dont go out with him,False,False,0,ClassicCountry|Modal,1
don-t-hang-around-he-s-married-to-me,Don't Hang Around He's Married To Me,classic-country,dont hang around hes married to me,False,False,0,ClassicCountry|JamFriendly,2
don-t-hurt-me-anymore,Don't Hurt Me Anymore,classic-country,dont hurt me anymore,False,False,0,JamFriendly|ClassicCountry,1
don-t-it-make-my-brown-eyes-blue,Don't It Make My Brown Eyes Blue,classic-country,dont it make my brown eyes blue,False,False,0,ClassicCountry,1
don-t-it-make-you-lonely,Don't It Make You Lonely,classic-country,dont it make you lonely,False,False,0,ClassicCountry|JamFriendly|Modal,6
don-t-it-make-you-wanna-be-a-kid-again,Don't It Make You Wanna Be A Kid Again,classic-country,dont it make you wanna be a kid again,False,False,0,JamFriendly|ClassicCountry,6
don-t-just-stand-there,Don't Just Stand There,classic-country,dont just stand there,False,False,0,JamFriendly|ClassicCountry,1
don-t-keep-it-a-secret,Don't Keep It A Secret,classic-country,dont keep it a secret,False,False,0,JamFriendly|ClassicCountry|WesternSwing,2
don-t-keep-me-hanging-on,Don't Keep Me Hanging On,classic-country,dont keep me hanging on,False,False,0,JamFriendly|ClassicCountry,0
don-t-keep-me-lonely-too-long,Don't Keep Me Lonely Too Long,classic-country,dont keep me lonely too long,False,False,0,JamFriendly|ClassicCountry,1
don-t-laugh,Don't Laugh,classic-country,dont laugh,True,False,143,JamFriendly|Bluegrass,9
don-t-laugh-at-my-love,Don't Laugh At My Love,classic-country,dont laugh at my love,False,False,0,JamFriendly|ClassicCountry,9
don-t-lay-your-head-on-my-shoulder,Don't Lay Your Head On My Shoulder,classic-country,dont lay your head on my shoulder,False,False,0,JamFriendly|ClassicCountry,0
don-t-lead-me-on,Don't Lead Me On,classic-country,dont lead me on,False,False,3,JamFriendly|ClassicCountry,1
don-t-leave-me-in-the-nighttime,Don't Leave Me In The Nighttime,classic-country,dont leave me in the nighttime,False,False,0,JamFriendly|ClassicCountry,1
don-t-leave-me-now,Don't Leave Me Now,classic-country,dont leave me now,False,False,6,Rockabilly|ClassicCountry|Pop|Gospel|JamFriendly|Rock,1
don-t-leave-me-this-way,Don't Leave Me This Way,classic-country,dont leave me this way,False,False,4,JamFriendly|Rock,1
don-t-leave-me-where-you-found-me,Don't Leave Me Where You Found Me,classic-country,dont leave me where you found me,False,False,0,ClassicCountry|HonkyTonk|JamFriendly,6
don-t-leave-the-leaving-up-to-me,Don't Leave The Leaving Up To Me,classic-country,dont leave the leaving up to me,False,False,0,JamFriendly|ClassicCountry,1
don-t-leave-without-taking-your-silver,Don't Leave Without Taking Your Silver,classic-country,dont leave without taking your silver,False,False,0,JamFriendly|ClassicCountry,0
don-t-let-a-little-thing-like-that,Don't Let A Little Thing Like That,classic-country,dont let a little thing like that,False,False,0,JamFriendly|ClassicCountry,1
don-t-let-go,Don't Let Go,classic-country,dont let go,False,False,18,Rockabilly|HonkyTonk|ClassicCountry|JamFriendly,2
don-t-let-her,Don't Let Her,classic-country,dont let her,False,False,0,JamFriendly|ClassicCountry,1
don-t-let-her-know,Don't Let Her Know,classic-country,dont let her know,False,False,0,JamFriendly|ClassicCountry|Bakersfield,0
don-t-let-her-see-me-cry,Don't Let Her See Me Cry,classic-country,dont let her see me cry,False,False,0,ClassicCountry|JamFriendly|HonkyTonk,3
don-t-let-him-make-a-memory-out-of-me,Don't Let Him Make A Memory Out Of Me,classic-country,dont let him make a memory out of me,False,False,0,JamFriendly|ClassicCountry,1
don-t-let-it-go-to-your-heart,Don't Let It Go To Your Heart,classic-country,dont let it go to your heart,False,False,0,ClassicCountry|JamFriendly,7
don-t-let-it-trouble-your-mind,Don't Let It Trouble Your Mind,classic-country,dont let it trouble your mind,True,False,0,ClassicCountry|Bluegrass|Pop|JamFriendly,2
don-t-let-me-touch-you,Don't Let Me Touch You,classic-country,dont let me touch you,False,False,0,ClassicCountry|JamFriendly,6
don-t-let-me-walk-too-far-from-calvary,Don't Let Me Walk Too Far From Calvary,classic-country,dont let me walk too far from calvary,False,False,0,Modal|Gospel,3
don-t-let-my-glass-run-dry,Don't Let My Glass Run Dry,classic-country,dont let my glass run dry,False,False,0,ClassicCountry|JamFriendly,4
don-t-let-my-heart-be-the-last-to-know,Don't Let My Heart Be The Last To Know,classic-country,dont let my heart be the last to know,False,False,0,ClassicCountry|Modal,3
don-t-let-our-love-start-slippin-away,Don't Let Our Love Start Slippin' Away,classic-country,dont let our love start slippin away,True,False,0,ClassicCountry|Bluegrass|JamFriendly,1
don-t-let-smokey-mountain-smoke-get-in-your-eyes,Don't Let Smokey Mountain Smoke Get In Your Eyes,classic-country,dont let smokey mountain smoke get in your eyes,True,False,4,JamFriendly|Bluegrass,1
don-t-let-that-doorknob-hit-you,Don't Let That Doorknob Hit You,classic-country,dont let that doorknob hit you,False,False,0,JamFriendly|ClassicCountry,6
don-t-let-that-happen-to-us,Don't Let That Happen To Us,classic-country,dont let that happen to us,False,False,0,JamFriendly|ClassicCountry,1
don-t-let-the-old-man-in,Don't Let the Old Man In,classic-country,dont let the old man in,False,False,0,ClassicCountry|JamFriendly,6
don-t-let-the-stars-get-in-your-eyes,Don't Let The Stars Get In Your Eyes,classic-country,dont let the stars get in your eyes,False,False,0,JamFriendly|ClassicCountry,5
don-t-let-the-whole-world-know,Don't Let The Whole World Know,classic-country,dont let the whole world know,False,False,0,JamFriendly|Rock,1
don-t-let-them-change-your-mind,Don't Let Them Change Your Mind,classic-country,dont let them change your mind,False,False,0,JamFriendly|ClassicCountry,6
don-t-let-true-love-slip-away,Don't Let True Love Slip Away,classic-country,dont let true love slip away,False,False,0,ClassicCountry,3
don-t-let-your-pride-break-your-heart,Don't Let Your Pride Break Your Heart,classic-country,dont let your pride break your heart,False,False,0,JamFriendly|ClassicCountry,3
don-t-liberate-me,Don't Liberate Me,classic-country,dont liberate me,False,False,0,ClassicCountry|JamFriendly,0
don-t-lie,Don't Lie,classic-country,dont lie,True,False,8,ClassicCountry|JamFriendly|Bluegrass,2
don-t-lie-to-me,Don't Lie To Me,classic-country,dont lie to me,False,False,9,Rockabilly|JamFriendly|Rock,1
don-t-look-at-my-shadow,Don't Look At My Shadow,classic-country,dont look at my shadow,False,False,0,JamFriendly|Folk,2
don-t-look-back,Don't Look Back,classic-country,dont look back,False,False,68,JamFriendly|ClassicCountry,3
don-t-look-now-but-your-broken-heart-is-showing,Don't Look Now (But Your Broken Heart Is Showing),classic-country,dont look now,False,False,0,ClassicCountry|JamFriendly|Modal|WesternSwing,1
don-t-love-make-a-diamond-shine,Don't Love Make A Diamond Shine,classic-country,dont love make a diamond shine,False,False,0,ClassicCountry|JamFriendly,5
don-t-make-it-easy-for-me,Don't Make It Easy For Me,classic-country,dont make it easy for me,False,False,0,ClassicCountry|JamFriendly,2
don-t-make-me-build-another-wall,Don't Make Me Build Another Wall,classic-country,dont make me build another wall,False,False,0,JamFriendly|ClassicCountry,3
don-t-make-me-come-over-there-and-love-you,Don't Make Me Come Over There And Love You,classic-country,dont make me come over there and love you,False,False,0,ClassicCountry|JamFriendly,6
don-t-make-me-cry-again,Don't Make Me Cry Again,classic-country,dont make me cry again,False,False,0,ClassicCountry|JamFriendly|Modal|WesternSwing,3
don-t-make-me-dream,Don't Make Me Dream,classic-country,dont make me dream,False,False,0,JamFriendly|ClassicCountry,7
don-t-make-me-go,Don't Make Me Go,classic-country,dont make me go,False,False,0,ClassicCountry|Rockabilly|Folk|Gospel|Outlaw|JamFriendly,2
don-t-make-me-go-to-bed,Don't Make Me Go To Bed,classic-country,dont make me go to bed,False,False,0,NashvilleSound|ClassicCountry|JamFriendly|Modal,2
don-t-make-me-go-to-school,Don't Make Me Go To School,classic-country,dont make me go to school,False,False,0,ClassicCountry|JamFriendly,0
don-t-need-that-heartache,Don't Need That Heartache,classic-country,dont need that heartache,False,False,0,ClassicCountry|JamFriendly,0
don-t-overlook-salvation,Don't Overlook Salvation,classic-country,dont overlook salvation,False,False,0,JamFriendly|ClassicCountry|Gospel,1
don-t-pay-the-ransom,Don't Pay The Ransom,classic-country,dont pay the ransom,False,False,0,JamFriendly|ClassicCountry,1
don-t-pretend,Don't Pretend,classic-country,dont pretend,False,False,0,JamFriendly|ClassicCountry,2
don-t-put-an-end-to-me,Don't Put An End To Me,classic-country,dont put an end to me,False,False,0,JamFriendly|ClassicCountry,3
don-t-put-down-the-honky-tonks,Don't Put Down The Honky Tonks,classic-country,dont put down the honky tonks,False,False,0,JamFriendly|ClassicCountry|HonkyTonk,5
don-t-put-her-down-you-helped-put-her-there,Don't Put Her Down You Helped Put Her There,classic-country,dont put her down you helped put her there,False,False,0,JamFriendly|ClassicCountry,4
don-t-put-me-in-the-ex-files,Don't Put Me in the Ex Files,classic-country,dont put me in the ex files,False,False,0,JamFriendly|ClassicCountry,1
don-t-put-your-hands-on-me,Don't Put Your Hands On Me,classic-country,dont put your hands on me,False,False,0,JamFriendly|ClassicCountry,1
don-t-put-your-hurt-in-my-heart,Don't Put Your Hurt In My Heart,classic-country,dont put your hurt in my heart,False,False,0,ClassicCountry|JamFriendly,3
don-t-rob-another-man-s-castle,Don't Rob Another Man's Castle,classic-country,dont rob another mans castle,False,False,0,ClassicCountry|NashvilleSound,1
don-t-rock-the-jukebox,Don't Rock The Jukebox,classic-country,dont rock the jukebox,False,False,0,JamFriendly|ClassicCountry,1
don-t-say-a-word,Don't Say A Word,classic-country,dont say a word,False,False,6,ClassicCountry,1
don-t-say-goodnight,Don't Say Goodnight,classic-country,dont say goodnight,False,False,4,Rock,2
don-t-say-goodnight-say-good-morning,Don't Say Goodnight Say Good Morning,classic-country,dont say goodnight say good morning,False,False,0,ClassicCountry,2
don-t-say-love,Don't Say Love,classic-country,dont say love,False,False,0,JamFriendly|ClassicCountry,8
don-t-say-you-re-mine,Don't Say You're Mine,classic-country,dont say youre mine,False,False,0,Modal|ClassicCountry,2
don-t-seem-like-we-ve-been-together-all-our-lives,Don't Seem Like We've Been Together All Our Lives,classic-country,dont seem like weve been together all our lives,False,False,0,ClassicCountry|JamFriendly|Bakersfield,1
don-t-sell-daddy-anymore-whiskey,Don't Sell Daddy Anymore Whiskey,classic-country,dont sell daddy anymore whiskey,False,False,0,ClassicCountry|Rockabilly|Folk|Gospel|Outlaw|JamFriendly,3
don-t-sell-the-land,Don't Sell The Land,classic-country,dont sell the land,True,False,0,JamFriendly|Bluegrass,2
don-t-send-me-no-angels,Don't Send Me No Angels,classic-country,dont send me no angels,False,False,0,JamFriendly|ClassicCountry,1
don-t-shake-hands-with-the-devil,Don't Shake Hands With The Devil,classic-country,dont shake hands with the devil,False,False,0,JamFriendly|ClassicCountry|Gospel,1
don-t-sing-a-song-about-texas,Don't Sing A Song About Texas,classic-country,dont sing a song about texas,False,False,0,JamFriendly|ClassicCountry,5
don-t-sing-aloha-when-i-go,Don't Sing Aloha When I Go,classic-country,dont sing aloha when i go,False,False,5,ClassicCountry|JamFriendly,5
don-t-sing-me-no-songs-about-texas,Don't Sing Me No Songs About Texas,classic-country,dont sing me no songs about texas,False,False,0,ClassicCountry,5
don-t-squeeze-my-sharmon,Don't Squeeze My Sharmon,classic-country,dont squeeze my sharmon,False,False,0,JamFriendly|ClassicCountry,0
don-t-start-counting-on-me,Don't Start Counting On Me,classic-country,dont start counting on me,False,False,0,JamFriendly|ClassicCountry|Outlaw,1
don-t-stay-away-till-love-grows-cold,Don't Stay Away (till love grows cold),classic-country,dont stay away,False,False,0,JamFriendly|ClassicCountry|HonkyTonk,4
don-t-step-on-mother-s-roses,Don't Step On Mother's Roses,classic-country,dont step on mothers roses,False,False,0,ClassicCountry|Rockabilly|Folk|Gospel|Outlaw|JamFriendly,3
don-t-step-over-an-old-love,Don't Step Over An Old Love,classic-country,dont step over an old love,True,False,3,JamFriendly|Bluegrass,5
don-t-stop-being-you,Don't Stop Being You,classic-country,dont stop being you,True,False,0,JamFriendly|Bluegrass,1
don-t-stop-gypsy,Don't Stop Gypsy,classic-country,dont stop gypsy,True,False,0,ClassicCountry|Bluegrass|Gospel|Folk|JamFriendly,1
don-t-stop-loving-me-now,Don't Stop Loving Me Now,classic-country,dont stop loving me now,False,False,0,JamFriendly|ClassicCountry,3
don-t-stop-the-music,Don't Stop The Music,classic-country,dont stop the music,False,False,40,JamFriendly|ClassicCountry,2
don-t-sweetheart-me,Don't Sweetheart Me,classic-country,dont sweetheart me,False,False,0,JamFriendly|Modal|ClassicCountry,1
don-t-take-advantage-of-me,Don't Take Advantage Of Me,classic-country,dont take advantage of me,False,False,0,JamFriendly|ClassicCountry,2
don-t-take-any-wooden-nickels,Don't Take Any Wooden Nickels,classic-country,dont take any wooden nickels,False,False,0,JamFriendly|ClassicCountry,1
don-t-take-it-away,Don't Take It Away,classic-country,dont take it away,False,False,0,ClassicCountry|JamFriendly,1
don-t-take-it-out-on-me,Don't Take it Out on Me,classic-country,dont take it out on me,False,False,4,ClassicCountry|JamFriendly|WesternSwing,2
don-t-take-it-tonight,Don't Take It Tonight,classic-country,dont take it tonight,False,False,0,ClassicCountry|NashvilleSound,1
don-t-take-your-guns-to-town,Don't Take Your Guns To Town,classic-country,dont take your guns to town,False,False,0,ClassicCountry|Rockabilly|Folk|Gospel|Outlaw|JamFriendly,2
don-t-take-your-love-away-from-me,Don't Take Your Love Away From Me,classic-country,dont take your love away from me,False,False,9,ClassicCountry|JamFriendly,2
don-t-tease-me,Don't Tease Me,classic-country,dont tease me,False,False,0,JamFriendly|ClassicCountry,0
don-t-tell-a-soul-i-love-you,Don't Tell A Soul I Love You,classic-country,dont tell a soul i love you,False,False,0,JamFriendly|ClassicCountry,6
don-t-tell-him-that-i-m-still-crying,Don't Tell Him That I'm Still Crying,classic-country,dont tell him that im still crying,False,False,0,JamFriendly|ClassicCountry|NashvilleSound,1
don-t-tell-mama,Don't Tell Mama,classic-country,dont tell mama,False,False,0,ClassicCountry|JamFriendly,1
don-t-tell-me,Don't Tell Me,classic-country,dont tell me,False,False,65,JamFriendly|ClassicCountry|NashvilleSound,2
don-t-tell-me-what-to-do,Don't Tell Me What To Do,classic-country,dont tell me what to do,False,False,0,ClassicCountry|JamFriendly,2
don-t-tell-me-you-re-not-in-love,Don't Tell Me You're Not In Love,classic-country,dont tell me youre not in love,False,False,0,ClassicCountry|JamFriendly,2
don-t-tell-me-you-re-sorry,Don't Tell Me You're Sorry,classic-country,dont tell me youre sorry,False,False,0,ClassicCountry|JamFriendly,2
don-t-tell-me-your-troubles,Don't Tell Me Your Troubles,classic-country,dont tell me your troubles,False,False,0,JamFriendly|ClassicCountry|NashvilleSound,3
don-t-tell-my-wife,Don't Tell My Wife,classic-country,dont tell my wife,False,False,0,JamFriendly|ClassicCountry,0
don-t-the-girls-all-get-prettier-at-closing-time,Don't The Girls All Get Prettier At Closing Time,classic-country,dont the girls all get prettier at closing time,False,False,12,ClassicCountry|NashvilleSound|JamFriendly,4
don-t-think-i-don-t-love-you,Don't Think I Don't Love You,classic-country,dont think i dont love you,False,False,0,JamFriendly|ClassicCountry,6
